time/ms;on
390340;1
391443;0
391998;1
392355;0
392549;1
392826;0
393556;1
394466;0
395535;1
396021;0
397022;1
398109;0
398328;1
398594;0
399630;1
399765;0
400870;1
402066;0
402310;1
403203;0
404219;1
404829;0
405127;1
406251;0
407221;1
407388;0
408426;1
409140;0
409585;1
410644;0
410820;1
411339;0
412219;1
413418;0
413698;1
414253;0
414950;1
416014;0
416835;1
416958;0
417172;1
417827;0
418262;1
419377;0
420363;1
421316;0
422067;1
423042;0
424168;1
424270;0
424492;1
424942;0
425337;1
425475;0
425987;1
426589;0
427720;1
428038;0
429191;1
429626;0
430305;1
430962;0
431436;1
431565;0
432689;1
433419;0
433889;1
434963;0
435518;1
436345;0
437098;1
438227;0
438762;1
439900;0
440551;1
441347;0
442321;1
443116;0
443856;1
444202;0
445245;1
446059;0
446818;1
447059;0
447318;1
447720;0
448623;1
449355;0
450241;1
450821;0
451459;1
452615;0
453155;1
453711;0
454619;1
455105;0
455245;1
456124;0
457037;1
457944;0
458111;1
458613;0
459098;1
459324;0
460473;1
460647;0
461457;1
462504;0
463429;1
463648;0
464841;1
465427;0
466441;1
467222;0
467454;1
468022;0
468992;1
469873;0
470420;1
471593;0
472438;1
473370;0
474137;1
474401;0
474938;1
475656;0
475851;1
476142;0
477128;1
477406;0
477759;1
478599;0
479160;1
480264;0
481375;1
482163;0
482444;1
482809;0
483157;1
484124;0
484619;1
485439;0
485807;1
486996;0
487990;1
488646;0
489673;1
489821;0
490805;1
491014;0
491692;1
492460;0
492630;1
493034;0
494132;1
495321;0
495757;1
496593;0
497316;1
498140;0
498266;1
499000;0
499531;1
500012;0
500593;1
500796;0
501654;1
502382;0
502498;1
503198;0
503633;1
503938;0
504759;1
505538;0
506184;1
507296;0
507920;1
508883;0
509980;1
511173;0
511941;1
513024;0
513800;1
514194;0
514913;1
515779;0
516558;1
517029;0
518122;1
518895;0
519421;1
519682;0
520391;1
521274;0
521646;1
521876;0
522323;1
523038;0
523248;1
524107;0
524225;1
524866;0
525193;1
525822;0
526389;1
527339;0
528025;1
529208;0
530014;1
530720;0
531889;1
532908;0
533885;1
534868;0
535953;1
536645;0
536990;1
537312;0
538156;1
538963;0
539644;1
540412;0
541384;1
542069;0
542708;1
543468;0
543636;1
543776;0
544872;1
546008;0
547006;1
547528;0
548588;1
549480;0
550362;1
551073;0
551998;1
553150;0
554285;1
554857;0
556000;1
556528;0
556952;1
558057;0
559208;1
559311;0
559569;1
560304;0
561425;1
561560;0
561887;1
563003;0
563888;1
564334;0
564597;1
565255;0
565588;1
566371;0
567374;1
568135;0
569096;1
569470;0
569658;1
570293;0
570539;1
571176;0
571674;1
572159;0
572273;1
572743;0
573879;1
574627;0
575216;1
576240;0
576813;1
577327;0
578046;1
578447;0
579608;1
579840;0
580122;1
581171;0
582288;1
583171;0
583510;1
583890;0
584963;1
585628;0
586613;1
587054;0
587219;1
588075;0
588534;1
589132;0
589402;1
589670;0
590293;1
591453;0
591632;1
592078;0
592238;1
592631;0
593634;1
594465;0
595390;1
596179;0
597031;1
597698;0
598875;1
599088;0
600009;1
600210;0
600410;1
600610;0
600810;1
601010;0
601210;1
601410;0
601610;1
601810;0
605010;1
606142;0
607067;1
608044;0
608596;1
608906;0
609632;1
609934;0
611129;1
611830;0
612786;1
613080;0
614221;1
615112;0
616087;1
616537;0
617274;1
617826;0
618795;1
618988;0
619829;1
620949;0
621400;1
621588;0
622607;1
623106;0
624012;1
624309;0
625218;1
626341;0
626997;1
628177;0
628638;1
629636;0
629894;1
630507;0
630765;1
631462;0
632403;1
633244;0
633829;1
634700;0
635773;1
636250;0
636413;1
637524;0
637778;1
638947;0
639798;1
640757;0
641383;1
642245;0
643275;1
644161;0
644603;1
644858;0
645635;1
646438;0
646569;1
647517;0
648621;1
649160;0
649748;1
650556;0
650745;1
650979;0
651608;1
652629;0
653151;1
653835;0
655004;1
655593;0
656273;1
657204;0
657349;1
657683;0
658795;1
659445;0
660210;1
661251;0
661852;1
662275;0
663441;1
663987;0
664786;1
665233;0
665776;1
666937;0
668070;1
669188;0
669595;1
670341;0
671425;1
672449;0
673209;1
674406;0
675058;1
675475;0
675837;1
676070;0
676847;1
677248;0
677825;1
678501;0
678981;1
679566;0
680582;1
681247;0
681864;1
682415;0
683025;1
683961;0
684947;1
685303;0
685497;1
686046;0
686188;1
687151;0
688226;1
689411;0
690377;1
691497;0
692630;1
693740;0
693955;1
694918;0
695655;1
696106;0
696748;1
697839;0
698320;1
699158;0
700288;1
700420;0
701526;1
701800;0
702370;1
703211;0
703774;1
704684;0
705656;1
706561;0
707217;1
708292;0
708461;1
709361;0
710406;1
710687;0
711714;1
712178;0
712427;1
713316;0
714078;1
714303;0
714842;1
715742;0
716013;1
716861;0
717496;1
717839;0
718233;1
719115;0
719466;1
720405;0
721132;1
721481;0
721832;1
722177;0
722755;1
723429;0
724615;1
725579;0
726411;1
727228;0
727539;1
727835;0
728986;1
729768;0
730307;1
730742;0
731798;1
732427;0
733580;1
734396;0
735440;1
736443;0
737021;1
737426;0
737625;1
738542;0
739174;1
740255;0
741381;1
742228;0
742562;1
742746;0
742862;1
743904;0
744789;1
745245;0
745613;1
746643;0
747187;1
748253;0
748776;1
749779;0
750950;1
751993;0
753133;1
753435;0
753874;1
754777;0
755620;1
755725;0
756732;1
756960;0
757794;1
758163;0
758407;1
758893;0
759879;1
760767;0
760957;1
761969;0
762207;1
762431;0
763031;1
764127;0
765253;1
766303;0
767214;1
767804;0
768334;1
768982;0
769599;1
769710;0
770033;1
770935;0
771754;1
771902;0
772672;1
773499;0
774373;1
774484;0
775575;1
776018;0
776993;1
777999;0
778727;1
778880;0
779824;1
781015;0
782026;1
782209;0
783010;1
784139;0
784274;1
785192;0
786070;1
786355;0
786745;1
787347;0
787950;1
788569;0
789600;1
790580;0
791532;1
791705;0
792733;1
793230;0
793779;1
794056;0
795036;1
795347;0
796299;1
796814;0
797157;1
797364;0
798538;1
799406;0
799538;1
800710;0
800855;1
801733;0
802854;1
803632;0
804664;1
805840;0
807029;1
807787;0
808972;1
809557;0
809824;1
809987;0
810832;1
811440;0
812062;1
813067;0
813875;1
814488;0
815539;1
815977;0
817090;1
817506;0
818286;1
819152;0
819829;1
820294;0
820889;1
821901;0
822151;1
823330;0
824429;1
824698;0
825060;1
826078;0
826185;1
826304;0
826995;1
827154;0
827916;1
828630;0
828796;1
829696;0
830018;1
830553;0
831182;1
831629;0
831807;1
832516;0
833585;1
833896;0
835061;1
835817;0
835969;1
836256;0
836540;1
837150;0
837649;1
837879;0
838493;1
839478;0
839948;1
840554;0
840854;1
841231;0
841569;1
842750;0
842901;1
843463;0
844617;1
845471;0
845602;1
845933;0
846303;1
846571;0
846755;1
847363;0
847492;1
847814;0
848493;1
848951;0
850036;1
850583;0
850815;1
851048;0
851533;1
852683;0
853397;1
853702;0
854027;1
855142;0
855673;1
856813;0
857193;1
857715;0
858859;1
859113;0
859847;1
860786;0
861906;1
862649;0
863832;1
864428;0
865320;1
866107;0
866746;1
866930;0
867729;1
868550;0
869431;1
870328;0
870695;1
871091;0
872170;1
873342;0
874478;1
875373;0
875716;1
876536;0
877443;1
878085;0
878861;1
879699;0
880371;1
880910;0
881039;1
882174;0
883184;1
884327;0
885260;1
886156;0
886900;1
887811;0
888073;1
888860;0
889439;1
889925;0
890836;1
891898;0
892652;1
893027;0
893227;1
893383;0
894076;1
894696;0
895029;1
896063;0
897061;1
897936;0
898248;1
898746;0
899095;1
899218;0
899748;1
900212;0
900412;1
900612;0
900812;1
901012;0
901212;1
901412;0
901612;1
901812;0
905012;1
905980;0
907029;1
907329;0
908456;1
909460;0
909863;1
910277;0
910771;1
911317;0
911972;1
912192;0
912850;1
913524;0
914614;1
914769;0
915944;1
916810;0
917756;1
918355;0
918760;1
919653;0
920003;1
920673;0
921625;1
922195;0
922960;1
923109;0
923639;1
924178;0
924996;1
925444;0
925785;1
926031;0
926237;1
926970;0
927761;1
927874;0
928266;1
929289;0
930475;1
930727;0
931481;1
931848;0
933029;1
933698;0
934768;1
935355;0
935623;1
936417;0
936792;1
936913;0
937756;1
938518;0
939577;1
940627;0
941472;1
942657;0
943031;1
943995;0
945103;1
946156;0
946633;1
947257;0
948165;1
948708;0
949441;1
950303;0
950612;1
950894;0
951915;1
952072;0
952932;1
953938;0
954228;1
954842;0
955668;1
956299;0
956687;1
957628;0
958160;1
958548;0
959503;1
960638;0
961475;1
961696;0
962303;1
962607;0
963713;1
964646;0
965758;1
966545;0
966727;1
967564;0
968145;1
968998;0
969120;1
969798;0
970200;1
970912;0
971448;1
972532;0
973564;1
974673;0
975678;1
976195;0
976403;1
977572;0
978036;1
978446;0
979501;1
979819;0
980624;1
981627;0
982549;1
983715;0
984139;1
984388;0
985138;1
985863;0
986814;1
987104;0
987523;1
988531;0
989518;1
990099;0
991163;1
992158;0
992548;1
993182;0
993510;1
994625;0
995582;1
995791;0
996912;1
997339;0
997464;1
997587;0
998073;1
998952;0
999525;1
1000360;0
1001547;1
1001945;0
1002473;1
1003195;0
1003575;1
1004522;0
1004674;1
1005304;0
1006296;1
1007347;0
1008425;1
1008662;0
1009467;1
1009848;0
1010648;1
1011547;0
1011822;1
1012164;0
1013111;1
1013725;0
1013873;1
1014734;0
1015790;1
1016777;0
1017162;1
1017866;0
1018146;1
1018602;0
1018855;1
1019372;0
1020163;1
1020930;0
1021055;1
1021478;0
1022498;1
1022900;0
1023187;1
1024204;0
1024476;1
1025512;0
1026223;1
1026950;0
1027355;1
1027722;0
1028007;1
1029171;0
1029661;1
1029951;0
1030478;1
1031341;0
1032464;1
1033341;0
1033613;1
1033819;0
1034806;1
1035941;0
1036159;1
1036498;0
1037372;1
1037947;0
1038978;1
1039164;0
1039931;1
1040258;0
1041024;1
1041978;0
1042351;1
1042905;0
1043340;1
1043962;0
1044417;1
1044796;0
1045807;1
1046984;0
1048157;1
1048420;0
1048592;1
1049771;0
1050487;1
1051524;0
1052136;1
1052749;0
1052997;1
1054061;0
1055155;1
1055367;0
1056184;1
1056382;0
1057090;1
1057532;0
1057658;1
1058381;0
1058870;1
1059769;0
1060209;1
1061258;0
1062329;1
1063436;0
1064002;1
1064189;0
1064649;1
1065433;0
1066111;1
1066616;0
1067248;1
1068292;0
1069082;1
1070153;0
1071216;1
1071418;0
1072473;1
1073017;0
1073651;1
1074067;0
1074192;1
1074526;0
1075472;1
1076535;0
1076840;1
1077196;0
1077682;1
1078259;0
1078870;1
1079710;0
1080489;1
1081457;0
1081594;1
1082750;0
1083718;1
1084365;0
1084582;1
1085317;0
1085494;1
1086095;0
1087034;1
1088011;0
1088604;1
1088704;0
1089442;1
1090189;0
1090612;1
1091265;0
1091661;1
1092793;0
1093477;1
1093992;0
1094781;1
1095029;0
1095427;1
1095624;0
1096042;1
1096715;0
1097281;1
1098173;0
1098942;1
1099571;0
1100143;1
1100515;0
1101150;1
1101693;0
1102385;1
1102794;0
1103675;1
1104645;0
1105795;1
1106141;0
1107311;1
1108222;0
1109232;1
1109963;0
1111153;1
1112179;0
1112656;1
1113294;0
1113732;1
1114161;0
1114739;1
1115909;0
1116529;1
1117708;0
1118319;1
1119304;0
1119939;1
1120853;0
1121186;1
1121544;0
1122003;1
1122821;0
1123646;1
1124648;0
1124877;1
1125710;0
1126877;1
1127265;0
1127954;1
1128818;0
1129264;1
1129460;0
1129776;1
1129893;0
1130558;1
1131485;0
1132413;1
1132882;0
1133400;1
1134260;0
1135289;1
1135647;0
1135802;1
1136638;0
1137166;1
1137770;0
1138671;1
1139757;0
1139863;1
1140153;0
1140766;1
1141657;0
1141790;1
1142664;0
1143345;1
1143610;0
1143973;1
1144207;0
1144636;1
1144800;0
1145154;1
1145847;0
1146268;1
1147457;0
1148185;1
1149020;0
1149989;1
1150796;0
1151775;1
1152678;0
1153398;1
1154363;0
1154538;1
1154989;0
1155132;1
1156173;0
1157346;1
1158006;0
1158749;1
1159595;0
1159759;1
1160031;0
1160301;1
1161074;0
1161463;1
1162267;0
1163453;1
1163906;0
1164587;1
1165207;0
1165480;1
1165733;0
1166337;1
1167035;0
1168167;1
1168608;0
1169130;1
1169663;0
1170843;1
1171329;0
1171998;1
1172344;0
1173438;1
1174613;0
1175758;1
1175928;0
1176807;1
1177198;0
1177646;1
1178816;0
1179913;1
1180592;0
1181560;1
1182255;0
1183265;1
1184125;0
1184364;1
1185154;0
1185600;1
1186614;0
1187313;1
1187565;0
1187883;1
1188360;0
1189026;1
1189906;0
1190141;1
1190456;0
1191421;1
1191998;0
1192452;1
1193480;0
1194379;1
1195235;0
1196006;1
1196186;0
1196345;1
1196465;0
1196965;1
1197320;0
1198223;1
1198411;0
1199455;1
1199647;0
1200013;1
1200214;0
1200414;1
1200614;0
1200814;1
1201014;0
1201214;1
1201414;0
1201614;1
1201814;0
1205014;1
1205189;0
1205970;1
1206820;0
1207467;1
1208219;0
1208812;1
1209999;0
1210707;1
1211434;0
1212135;1
1212892;0
1213497;1
1213814;0
1214005;1
1214455;0
1215096;1
1215615;0
1216317;1
1217198;0
1217337;1
1218444;0
1218666;1
1219617;0
1220204;1
1221077;0
1222042;1
1222603;0
1223288;1
1223980;0
1224429;1
1225380;0
1225781;1
1226343;0
1227010;1
1228079;0
1229154;1
1229747;0
1229984;1
1231119;0
1232083;1
1232762;0
1233842;1
1234759;0
1235345;1
1236247;0
1236808;1
1237968;0
1238146;1
1238736;0
1239574;1
1240296;0
1241093;1
1242041;0
1243130;1
1244031;0
1245179;1
1245959;0
1246613;1
1246874;0
1247734;1
1248419;0
1249557;1
1250343;0
1250928;1
1252045;0
1252789;1
1253484;0
1254610;1
1255762;0
1256132;1
1257182;0
1258352;1
1259451;0
1260445;1
1261425;0
1261680;1
1261890;0
1262883;1
1263857;0
1264159;1
1264800;0
1265283;1
1265645;0
1265997;1
1266899;0
1268028;1
1268886;0
1269757;1
1269995;0
1270171;1
1270609;0
1271651;1
1272102;0
1272639;1
1273817;0
1274555;1
1275405;0
1276207;1
1277271;0
1278412;1
1278680;0
1279218;1
1279712;0
1279914;1
1280342;0
1281315;1
1282267;0
1282757;1
1283756;0
1284682;1
1285538;0
1286212;1
1287326;0
1287592;1
1288761;0
1289846;1
1290959;0
1291852;1
1292219;0
1292677;1
1293489;0
1293828;1
1294595;0
1295673;1
1295944;0
1296794;1
1297623;0
1298669;1
1299162;0
1299903;1
1300838;0
1301987;1
1302648;0
1303741;1
1304618;0
1304758;1
1305807;0
1306531;1
1306891;0
1307373;1
1307905;0
1308964;1
1309686;0
1310002;1
1310142;0
1310674;1
1311042;0
1311926;1
1313029;0
1313173;1
1313704;0
1314833;1
1315183;0
1316211;1
1316563;0
1317264;1
1318397;0
1319116;1
1319838;0
1320604;1
1320853;0
1321842;1
1322563;0
1323417;1
1324066;0
1324838;1
1325506;0
1325762;1
1326476;0
1326906;1
1328037;0
1328681;1
1328816;0
1329987;1
1331168;0
1331433;1
1332571;0
1333298;1
1333883;0
1334902;1
1336091;0
1336380;1
1336726;0
1337157;1
1337935;0
1338975;1
1339211;0
1339473;1
1339964;0
1340374;1
1341387;0
1342164;1
1342451;0
1343421;1
1344572;0
1345618;1
1345744;0
1346008;1
1346778;0
1347356;1
1348086;0
1348363;1
1348624;0
1349786;1
1350772;0
1351630;1
1352790;0
1352986;1
1353614;0
1354210;1
1354600;0
1354924;1
1356119;0
1356242;1
1357323;0
1357483;1
1358208;0
1358884;1
1359418;0
1359613;1
1360753;0
1361288;1
1362447;0
1362798;1
1363573;0
1364557;1
1365395;0
1365921;1
1366632;0
1367531;1
1368474;0
1368987;1
1369543;0
1370173;1
1370651;0
1371640;1
1372147;0
1372315;1
1373016;0
1373743;1
1373985;0
1374152;1
1375117;0
1375593;1
1376317;0
1377435;1
1377750;0
1378374;1
1379112;0
1379385;1
1380066;0
1380836;1
1381424;0
1382350;1
1382538;0
1383662;1
1384475;0
1385481;1
1386360;0
1386779;1
1387528;0
1387752;1
1388068;0
1388547;1
1389099;0
1389251;1
1389938;0
1391015;1
1392161;0
1392442;1
1393164;0
1393963;1
1394754;0
1395628;1
1395826;0
1396131;1
1396369;0
1397557;1
1398377;0
1399505;1
1400586;0
1400769;1
1400872;0
1401230;1
1401368;0
1402432;1
1402904;0
1404044;1
1404452;0
1404735;1
1405529;0
1405968;1
1406642;0
1407207;1
1407754;0
1408591;1
1409680;0
1410293;1
1410856;0
1411020;1
1412202;0
1412657;1
1413563;0
1414194;1
1414964;0
1415607;1
1416173;0
1417031;1
1418199;0
1418876;1
1419052;0
1419929;1
1420264;0
1421159;1
1421798;0
1422863;1
1423948;0
1424258;1
1424470;0
1425474;1
1426579;0
1427598;1
1428182;0
1429323;1
1429664;0
1429955;1
1430366;0
1431421;1
1432196;0
1432639;1
1433684;0
1434592;1
1435519;0
1436556;1
1437543;0
1438591;1
1438782;0
1439014;1
1439736;0
1440722;1
1441074;0
1442232;1
1442991;0
1443190;1
1443631;0
1444814;1
1445946;0
1446688;1
1446792;0
1447267;1
1447463;0
1448264;1
1449342;0
1450443;1
1450789;0
1451417;1
1451765;0
1451973;1
1452333;0
1452539;1
1452690;0
1453756;1
1454912;0
1455787;1
1455976;0
1456843;1
1457819;0
1458667;1
1459505;0
1460661;1
1461376;0
1462009;1
1462727;0
1463411;1
1464343;0
1464921;1
1465109;0
1466129;1
1466277;0
1466757;1
1467185;0
1467729;1
1468459;0
1468708;1
1468932;0
1470066;1
1470243;0
1470769;1
1471213;0
1471745;1
1472572;0
1473194;1
1473859;0
1474495;1
1474822;0
1475773;1
1475885;0
1476614;1
1477501;0
1477835;1
1478435;0
1479063;1
1479301;0
1479949;1
1481083;0
1481235;1
1482115;0
1483243;1
1483535;0
1484360;1
1485485;0
1485944;1
1486526;0
1487041;1
1487541;0
1487922;1
1488735;0
1489096;1
1489343;0
1489611;1
1490470;0
1490931;1
1491123;0
1491303;1
1491727;0
1492041;1
1492867;0
1493591;1
1494705;0
1495080;1
1495983;0
1496091;1
1497072;0
1497606;1
1498070;0
1498875;1
1499219;0
1500010;1
1500211;0
1500411;1
1500611;0
1500811;1
1501011;0
1501211;1
1501411;0
1501611;1
1501811;0
1505011;1
1505349;0
1505883;1
1506747;0
1507825;1
1509014;0
1509705;1
1510845;0
1511031;1
1511887;0
1512031;1
1512398;0
1512699;1
1513516;0
1514346;1
1515164;0
1516282;1
1516609;0
1517292;1
1517557;0
1517749;1
1517970;0
1518523;1
1519631;0
1519848;1
1520821;0
1521121;1
1521610;0
1522524;1
1523187;0
1524080;1
1524760;0
1525188;1
1526222;0
1527359;1
1528256;0
1528774;1
1529126;0
1530125;1
1530759;0
1531581;1
1531883;0
1532629;1
1532898;0
1533524;1
1534280;0
1535177;1
1536179;0
1537312;1
1537947;0
1538385;1
1538885;0
1540005;1
1540718;0
1541704;1
1542459;0
1542925;1
1543136;0
1543284;1
1544331;0
1545192;1
1546023;0
1546384;1
1547384;0
1548265;1
1548802;0
1549505;1
1549949;0
1550960;1
1551237;0
1551864;1
1552748;0
1553174;1
1553607;0
1554628;1
1555288;0
1556452;1
1557195;0
1557654;1
1558339;0
1559284;1
1560197;0
1560786;1
1561381;0
1562399;1
1563466;0
1564508;1
1565364;0
1565485;1
1565765;0
1566883;1
1567632;0
1567794;1
1568944;0
1569178;1
1570025;0
1570577;1
1571384;0
1572077;1
1572669;0
1573241;1
1573434;0
1574429;1
1575377;0
1575971;1
1576902;0
1577065;1
1578053;0
1578386;1
1578917;0
1579780;1
1580551;0
1581551;1
1582001;0
1583028;1
1584202;0
1585331;1
1586012;0
1587119;1
1587659;0
1587916;1
1588417;0
1589206;1
1589994;0
1590114;1
1590882;0
1591255;1
1591543;0
1591883;1
1593027;0
1593998;1
1594573;0
1595201;1
1595487;0
1596065;1
1596363;0
1597199;1
1597315;0
1598513;1
1599147;0
1599503;1
1599631;0
1600627;1
1600903;0
1601168;1
1601330;0
1602247;1
1602880;0
1603653;1
1604134;0
1604963;1
1606059;0
1606990;1
1607540;0
1607861;1
1608004;0
1608217;1
1608564;0
1608685;1
1609794;0
1610365;1
1611115;0
1611673;1
1612308;0
1612933;1
1613192;0
1613871;1
1614550;0
1615464;1
1615635;0
1615853;1
1616185;0
1617380;1
1618065;0
1619259;1
1619948;0
1620915;1
1621683;0
1622222;1
1623238;0
1623656;1
1624616;0
1625422;1
1626563;0
1627320;1
1627430;0
1628558;1
1629534;0
1630654;1
1631285;0
1631709;1
1631999;0
1632582;1
1633447;0
1633790;1
1634110;0
1634246;1
1635218;0
1636294;1
1636960;0
1637984;1
1638502;0
1639294;1
1639540;0
1639941;1
1640657;0
1641544;1
1642484;0
1643642;1
1644339;0
1645104;1
1646116;0
1646780;1
1647236;0
1647758;1
1648955;0
1650146;1
1651209;0
1651809;1
1652295;0
1652649;1
1653223;0
1654131;1
1654494;0
1654685;1
1654785;0
1655664;1
1656769;0
1657176;1
1657780;0
1658883;1
1659348;0
1659953;1
1660632;0
1661368;1
1661563;0
1662274;1
1662968;0
1664149;1
1665141;0
1665698;1
1666689;0
1667523;1
1668199;0
1668723;1
1669728;0
1670120;1
1671283;0
1671897;1
1672185;0
1672755;1
1672991;0
1673382;1
1674063;0
1674976;1
1675366;0
1676549;1
1677075;0
1677913;1
1678481;0
1679050;1
1679975;0
1680717;1
1681572;0
1682077;1
1682957;0
1684028;1
1685024;0
1685357;1
1686475;0
1686950;1
1687483;0
1687955;1
1688988;0
1689557;1
1690628;0
1691331;1
1692446;0
1692706;1
1693670;0
1694852;1
1695393;0
1695548;1
1695657;0
1696771;1
1697336;0
1698023;1
1698327;0
1699435;1
1699786;0
1700789;1
1701881;0
1702599;1
1703593;0
1704006;1
1704569;0
1704760;1
1705020;0
1705618;1
1705846;0
1706848;1
1707770;0
1708599;1
